Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,job_state,same_state,company_age,python,excel,hadoop,spark,aws,tableau,big_data,job_simp,seniority
Data Scientist,99-132 ,4,Noblis,"Reston, VA","Reston, VA",1001 to 5000 employees,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),99,132,115, VA,1,24,1,0,1,1,1,1,0,data scientist,na
Data Scientist,99-132 ,3.6,Spring Health,"New York, NY","New York, NY",1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,99,132,115, NY,1,4,1,1,0,0,0,0,0,data scientist,na
Software Engineer - Data Science,99-132 ,4,ClearEdge,"Annapolis Junction, MD","Annapolis Junction, MD",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),99,132,115, MD,1,18,1,1,1,1,0,0,1,na,na
Data Analyst/Engineer,99-132 ,3.2,AllianceBernstein,"Nashville, TN","New York, NY",1001 to 5000 employees,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD),99,132,115, TN,0,53,1,1,0,0,0,0,0,analyst,na
NGS Scientist,99-132 ,5,Arsenal Biosciences,"South San Francisco, CA","South San Francisco, CA",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,99,132,115, CA,1,1,0,1,0,0,0,0,0,na,na
Data Engineer,99-132 ,4.8,GetWellNetwork,"Bethesda, MD","Bethesda, MD",201 to 500 employees,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),99,132,115, MD,1,20,1,0,0,0,0,0,0,data engineer,na
Data Scientist,99-132 ,4.5,TACG Solutions,"Dayton, OH","Beavercreek, OH",51 to 200 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,99,132,115, OH,0,14,1,1,0,0,0,1,0,data scientist,na
Senior Data Engineer,99-132 ,4.7,Scoop,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,99,132,115, CA,1,5,1,0,0,1,0,0,0,data engineer,senior
Senior Data Scientist,99-132 ,4.5,Novetta,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),99,132,115, VA,0,8,1,1,0,0,1,0,0,data scientist,senior
Data Engineer,99-132 ,4.2,IZEA,"Winter Park, FL","Winter Park, FL",51 to 200 employees,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),99,132,115, FL,1,14,1,1,1,1,1,0,0,data engineer,na
Business Intelligence Analyst,99-132 ,3.4,Montway Inc,"Schaumburg, IL","Schaumburg, IL",51 to 200 employees,Company - Private,Shipping,Transportation & Logistics,Unknown / Non-Applicable,99,132,115, IL,1,14,1,1,0,0,0,1,0,analyst,na
Sr. ML/Data Scientist - AI/NLP/Chatbot,99-132 ,3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),99,132,115, CA,0,24,1,1,0,1,1,0,0,data scientist,senior
Data Scientist,90-109 ,4.7,1904labs,"Saint Louis, MO","Saint Louis, MO",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,90,109,99, MO,1,4,1,0,0,1,0,0,0,data scientist,na
Data Scientist,90-109 ,3.6,XSELL Technologies,"Chicago, IL","Chicago, IL",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,90,109,99, IL,1,6,1,0,0,0,0,0,0,data scientist,na
Data Engineer,90-109 ,4.2,IZEA,"Winter Park, FL","Winter Park, FL",51 to 200 employees,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),90,109,99, FL,1,14,1,1,1,1,1,0,0,data engineer,na
Sr. ML/Data Scientist - AI/NLP/Chatbot,90-109 ,3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),90,109,99, CA,0,24,1,1,0,1,1,0,0,data scientist,senior
Data Scientist,90-109 ,5,Notion Labs,"San Francisco, CA","San Francisco, CA",1 to 50 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,90,109,99, CA,1,4,0,0,0,0,0,0,0,data scientist,na
Senior Data Engineer,90-109 ,4.9,Lendio,"Lehi, UT","Lehi, UT",201 to 500 employees,Company - Private,Lending,Finance,$50 to $100 million (USD),90,109,99, UT,1,9,1,0,1,1,1,0,1,data engineer,senior
Data Engineer,90-109 ,4.4,Direct Agents,"Culver City, CA","New York, NY",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),90,109,99, CA,0,17,1,1,0,0,0,0,0,data engineer,na
Data Scientist,90-109 ,3.3,NAVEX Global,"Lake Oswego, OR","Lake Oswego, OR",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),90,109,99, OR,1,8,1,0,0,1,0,1,0,data scientist,na
Senior Data Engineer,90-109 ,4.9,Lendio,"Lehi, UT","Lehi, UT",201 to 500 employees,Company - Private,Lending,Finance,$50 to $100 million (USD),90,109,99, UT,1,9,1,0,1,1,1,0,1,data engineer,senior
Data Scientist,90-109 ,4.2,Upstart,"San Mateo, CA","San Mateo, CA",201 to 500 employees,Company - Private,Lending,Finance,Unknown / Non-Applicable,90,109,99, CA,1,8,1,0,0,0,0,0,0,data scientist,na
Data Analyst,90-109 ,4.5,Envision LLC,"San Francisco, CA","Saint Louis, MO",201 to 500 employees,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),90,109,99, CA,0,26,1,0,1,1,0,1,1,analyst,na
Data Engineer,90-109 ,4.8,AppLovin,"Palo Alto, CA","Palo Alto, CA",201 to 500 employees,Company - Private,Video Games,Media,Unknown / Non-Applicable,90,109,99, CA,1,8,0,1,1,1,0,0,1,data engineer,na
Data Integration and Modeling Engineer,90-109 ,3.8,ISO New England,"Holyoke, MA","Holyoke, MA",501 to 1000 employees,Nonprofit Organization,Utilities,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,90,109,99, MA,1,23,0,1,0,0,0,0,0,na,na
Tableau Data Engineer 20-0117,90-109 ,3.7,Relativity,"Chicago, IL","Chicago, IL",1001 to 5000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,90,109,99, IL,1,19,0,1,0,1,0,1,0,data engineer,na
Senior Data Scientist,90-109 ,3.3,Tempo Automation,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 million (USD),90,109,99, CA,1,7,1,0,1,1,1,1,1,data scientist,senior
AI Data Scientist,90-109 ,3.3,MITRE,"McLean, VA","Bedford, MA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),90,109,99, VA,0,62,1,0,0,0,0,0,0,data scientist,na
Machine Learning Engineer,90-109 ,5,"Expedition Technology, Inc.","Herndon, VA","Dulles, VA",1 to 50 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$10 to $25 million (USD),90,109,99, VA,0,7,1,1,0,0,0,0,0,mle,na
Research Scientist Patient Preferences (Remote),90-109 ,3.8,Evidera,"Bethesda, MD","Bethesda, MD",501 to 1000 employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),90,109,99, MD,1,7,0,1,0,0,0,0,0,na,na
Data Scientist,90-109 ,3.4,Plymouth Rock Assurance,"Woodbridge, NJ","Boston, MA",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),90,109,99, NJ,0,38,0,1,0,0,0,0,0,data scientist,na
Scientist - Biomarker and Flow Cytometry,90-109 ,2.4,Crown Bioscience,"San Diego, CA","San Diego, CA",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),90,109,99, CA,1,14,0,0,0,0,0,0,0,na,na
Data Scientist,90-109 ,2.9,GNS Healthcare,"Cambridge, MA","Cambridge, MA",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),90,109,99, MA,1,20,0,0,0,0,1,0,1,data scientist,na
Analytics Manager,90-109 ,4.4,OneMagnify,"Dearborn, MI","Detroit, MI",201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,90,109,99, MI,0,53,0,1,0,0,0,1,0,manager,na
Data Scientist,90-109 ,2.9,SPECTRUM,"Maryland Heights, MO","Stamford, CT",10000+ employees,Subsidiary or Business Segment,"Cable, Internet & Telephone Providers",Telecommunications,$10+ billion (USD),90,109,99, MO,0,4,1,1,1,0,0,0,1,data scientist,na
Staff Scientist- Upstream PD,90-109 ,2.7,Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),90,109,99, MD,1,59,0,0,0,0,0,0,0,na,na
Data Engineer,90-109 ,4.2,Procore Technologies,"Carpinteria, CA","Carpinteria, CA",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,90,109,99, CA,1,18,1,1,1,1,1,0,0,data engineer,na
Sr Scientist - Extractables & Leachables,90-109 ,3.5,Ritedose,"Columbia, SC","Columbia, SC",201 to 500 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),90,109,99, SC,1,25,0,1,0,0,0,0,0,na,senior
ELISA RESEARCH SCIENTIST (CV-15),90-109 ,0,Covid-19 Search Partners,"Hauppauge, NY",-1,-1,-1,-1,-1,-1,90,109,99, NY,0,-1,0,0,0,0,0,0,0,na,na
Sr Data Scientist,90-109 ,4.2,bioMérieux,"Saint Louis, MO","Marcy-l'Etoile, France",10000+ employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),90,109,99, MO,0,57,1,1,0,0,0,0,0,data scientist,senior
Data Scientist,101-165 ,4.5,Novetta,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),101,165,133, VA,0,8,1,1,0,0,1,0,0,data scientist,na
Experienced Data Scientist,101-165 ,4.4,Guzman & Griffin Technologies (GGTI),"Washington, DC","Mays Landing, NJ",1 to 50 employees,Company - Private,Federal Agencies,Government,Unknown / Non-Applicable,101,165,133, DC,0,23,1,1,1,1,0,1,0,data scientist,na
Machine Learning Engineer,101-165 ,0,Radical Convergence,"Reston, VA",-1,-1,-1,-1,-1,-1,101,165,133, VA,0,-1,1,0,0,0,0,0,0,mle,na
Data Scientist,101-165 ,3.5,Leidos,"Fort Meade, MD","Reston, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),101,165,133, MD,0,51,0,0,0,0,1,0,1,data scientist,na
Data Scientist,101-165 ,4.5,Demandbase,"San Francisco, CA","San Francisco, CA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),101,165,133, CA,1,14,1,0,0,1,1,0,1,data scientist,na
Say Business Data Analyst,101-165 ,4.1,Shelter Insurance,"Columbia, MO","Columbia, MO",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),101,165,133, MO,1,74,1,1,0,0,1,1,0,analyst,na
Geospatial Data Scientist,101-165 ,3.5,Maxar Technologies,"Chantilly, VA","Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),101,165,133, VA,0,-1,0,0,0,0,0,0,0,data scientist,na
Data Analyst,101-165 ,2.7,USAC,"Washington, DC","Washington, DC",501 to 1000 employees,Nonprofit Organization,Telecommunications Services,Telecommunications,$25 to $50 million (USD),101,165,133, DC,1,23,1,1,0,0,0,0,0,analyst,na
Computational Scientist,101-165 ,3.4,General Dynamics Information Technology,"Vicksburg, MS","Fairfax, VA",10000+ employees,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),101,165,133, MS,0,24,0,0,0,0,0,0,0,na,na
Data Scientist,101-165 ,4.4,Offerpad,"Chandler, AZ","Chandler, AZ",201 to 500 employees,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,101,165,133, AZ,1,5,1,1,0,0,0,0,0,data scientist,na
Senior Data Analyst,101-165 ,4,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),101,165,133, CA,0,38,1,0,1,1,0,0,1,analyst,senior
Senior Data Analyst,101-165 ,4.2,Autodesk,"San Francisco, CA","Herndon, VA",5001 to 10000 employees,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),101,165,133, CA,0,52,1,0,1,1,0,1,1,analyst,senior
Data Engineer,101-165 ,3.5,Magna International Inc.,"Birmingham, AL","Aurora, Canada",10000+ employees,Company - Public,-1,-1,$10+ billion (USD),101,165,133, AL,0,63,1,0,1,1,1,0,1,data engineer,na
Sr Data Analyst,101-165 ,2.3,United BioSource,"Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),101,165,133, PA,1,17,0,1,0,0,0,1,0,analyst,senior
Data Scientist,101-165 ,3.4,Kelly,"Chicago, IL","Troy, MI",5001 to 10000 employees,Company - Public,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),101,165,133, IL,0,74,0,1,0,0,0,0,0,data scientist,na
"Machine Learning Scientist - Bay Area, CA",101-165 ,3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,101,165,133, CA,0,5,1,0,0,0,1,0,0,mle,na
Data Scientist,101-165 ,4.7,C3.ai,"Redwood City, CA","Redwood City, CA",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),101,165,133, CA,1,11,1,1,0,0,0,0,0,data scientist,na
Senior Data Scientist - Algorithms,101-165 ,3.9,Quartet Health,"New York, NY","New York, NY",201 to 500 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,101,165,133, NY,1,6,1,0,1,0,0,0,0,data scientist,senior
Data Analyst,101-165 ,3.3,Midland Credit Management,"San Diego, CA","San Diego, CA",1001 to 5000 employees,Subsidiary or Business Segment,Banks & Credit Unions,Finance,$1 to $2 billion (USD),101,165,133, CA,1,67,1,1,0,0,0,0,0,analyst,na
Senior Data & Machine Learning Scientist,101-165 ,3.3,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,101,165,133, IL,1,5,1,0,0,0,1,0,0,mle,senior
Data Engineer,101-165 ,4.4,Resurgent Capital Services,"Cincinnati, OH","Greenville, SC",201 to 500 employees,Company - Private,Venture Capital & Private Equity,Finance,$50 to $100 million (USD),101,165,133, OH,0,22,1,1,0,0,1,0,0,data engineer,na
"Data Scientist - Statistics, Early Career",56-97 ,3.7,PNNL,"Richland, WA","Richland, WA",1001 to 5000 employees,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),56,97,76, WA,1,55,0,1,0,0,0,0,0,data scientist,na
Data Scientist,56-97 ,3.5,Buckman,"Memphis, TN","Memphis, TN",1001 to 5000 employees,Company - Private,Chemical Manufacturing,Manufacturing,$500 million to $1 billion (USD),56,97,76, TN,1,75,1,0,1,0,0,0,0,data scientist,na
Machine Learning Engineer,56-97 ,3.6,Buckman,"Memphis, TN","Arlington, VA",501 to 1000 employees,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),56,97,76, TN,0,53,1,0,0,0,0,0,0,mle,na
Research Scientist - Patient-Centered Research (Remote),56-97 ,3.8,Evidera,"Bethesda, MD","Bethesda, MD",501 to 1000 employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),56,97,76, MD,1,7,0,1,0,0,0,0,0,na,na
Jr. Business Data Analyst (position added 6/12/2020),56-97 ,4.7,webfx.com,"Harrisburg, PA","Harrisburg, PA",201 to 500 employees,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),56,97,76, PA,1,23,0,1,0,0,0,0,0,analyst,jr
Sr. Data Scientist II,56-97 ,3.5,Argo Group US,"New York, NY","Hamilton, Bermuda",1001 to 5000 employees,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),56,97,76, NY,0,72,1,0,1,1,1,0,0,data scientist,senior
Data Scientist,56-97 ,3.3,BWX Technologies,"Oak Ridge, TN","Lynchburg, VA",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),56,97,76, TN,0,170,1,0,0,0,0,0,0,data scientist,na
Senior Data Analyst,56-97 ,3.9,Life360,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,56,97,76, CA,1,12,1,0,0,0,0,1,0,analyst,senior
Lead Data Scientist,56-97 ,3.7,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),56,97,76, MA,0,169,1,0,1,1,1,0,0,data scientist,senior
Production Engineer - Statistics/Data Analysis,56-97 ,3.9,Natera,"San Carlos, CA","San Carlos, CA",501 to 1000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),56,97,76, CA,1,16,1,1,0,0,1,0,0,na,na
Statistical Scientist,56-97 ,4,Genentech,"South San Francisco, CA","South San Francisco, CA",10000+ employees,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),56,97,76, CA,1,44,1,1,0,0,1,0,0,na,na
Computational Behavioral Scientist,56-97 ,4.2,Ntrepid,"Herndon, VA","Herndon, VA",201 to 500 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),56,97,76, VA,1,10,1,0,0,0,0,0,0,na,na
Principal Data Scientist - Machine Learning,56-97 ,3.6,Constant Contact,"Waltham, MA","Waltham, MA",Unknown,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,56,97,76, MA,1,25,1,1,1,1,1,0,1,data scientist,senior
Principal Machine Learning Scientist,56-97 ,4.7,Sage Intacct,"San Francisco, CA","San Jose, CA",501 to 1000 employees,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,56,97,76, CA,0,21,1,0,0,0,0,0,0,mle,senior
Data Engineer,56-97 ,4.1,Shape Security,"Santa Clara, CA","Mountain View, CA",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,56,97,76, CA,0,9,1,0,0,0,1,0,1,data engineer,na
Principal Data Scientist,56-97 ,4,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),56,97,76, MD,0,107,1,1,0,0,0,0,0,data scientist,senior
Data Scientist,56-97 ,5,SkillSoniq,"San Francisco, CA","Jersey City, NJ",Unknown,Company - Public,-1,-1,Unknown / Non-Applicable,56,97,76, CA,0,-1,1,0,0,0,0,0,0,data scientist,na
Senior Data Scientist - R&D Oncology,56-97 ,4,AstraZeneca,"New York, NY","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),56,97,76, NY,0,107,1,0,0,0,0,0,0,data scientist,senior
Data Scientist,56-97 ,4.3,Joby Aviation,"San Carlos, CA","Santa Cruz, CA",51 to 200 employees,Company - Private,-1,-1,Unknown / Non-Applicable,56,97,76, CA,0,-1,1,1,0,1,1,0,1,data scientist,na
"Health Plan Data Analyst, Sr",56-97 ,3.8,Cook Children's Health Care System,"Fort Worth, TX","Fort Worth, TX",5001 to 10000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),56,97,76, TX,1,102,0,0,0,0,0,0,0,analyst,senior
"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",56-97 ,3.8,Rubius Therapeutics,"Smithfield, RI","Cambridge, MA",201 to 500 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),56,97,76, RI,0,7,0,0,0,0,0,0,0,director,senior
Analytics - Business Assurance Data Analyst,56-97 ,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,Company - Private,Lending,Finance,$100 to $500 million (USD),56,97,76, IA,1,28,0,1,0,0,0,1,0,analyst,na
Data Scientist,79-106 ,3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),79,106,92, IL,1,28,0,0,0,0,0,0,0,data scientist,na
Data Scientist,79-106 ,4.1,Coverent,"McLean, VA","McLean, VA",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),79,106,92, VA,1,12,1,1,0,0,0,0,0,data scientist,na
Machine Learning Engineer,79-106 ,3.7,Mteq,"Fort Belvoir, VA","Lorton, VA",501 to 1000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),79,106,92, VA,0,66,1,0,0,0,0,0,0,mle,na
Data Engineer,79-106 ,4.4,Rocket Lawyer,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),79,106,92, CA,1,12,1,1,1,0,0,0,1,data engineer,na
"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",79-106 ,3.9,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),79,106,92, MA,0,24,0,0,0,0,0,0,0,data scientist,senior
Data Engineer,79-106 ,3.6,Alion Science & Technology,"Linthicum Heights, MD","Mc Lean, VA",1001 to 5000 employees,Company - Private,Research & Development,Business Services,$1 to $2 billion (USD),79,106,92, MD,0,19,1,1,0,0,1,0,1,data engineer,na
Data Science Instructor,79-106 ,4.5,Novetta,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),79,106,92, VA,0,8,0,1,0,0,0,0,0,na,na
Senior Business Intelligence Analyst,79-106 ,3.7,Protolabs,"Maple Plain, MN","Maple Plain, MN",1001 to 5000 employees,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),79,106,92, MN,1,21,0,0,0,0,0,0,0,analyst,senior
In-Line Inspection Data Analyst,79-106 ,2.9,Quest Integrity,"Tulsa, OK","Kent, WA",201 to 500 employees,Company - Public,Oil & Gas Services,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),79,106,92, OK,0,24,0,1,0,0,0,0,0,analyst,na
Data Scientist - TS/SCI FSP or CI Required,79-106 ,5,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),79,106,92, MD,0,9,1,0,0,1,0,0,1,data scientist,na
Data Scientist,79-106 ,3.4,Dice.com,"Newton, MA","Denver, CO",201 to 500 employees,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),79,106,92, MA,0,30,1,1,0,0,1,0,0,data scientist,na
Senior Data Scientist,79-106 ,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),79,106,92, VA,0,-1,1,1,0,0,0,0,1,data scientist,senior
Data Scientist - TS/SCI Required,79-106 ,5,Phoenix Operations Group,"Baltimore, MD","Woodbine, MD",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),79,106,92, MD,0,9,1,0,0,1,0,0,1,data scientist,na
Data Science Software Engineer,79-106 ,4.8,Klaviyo,"Boston, MA","Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,79,106,92, MA,1,8,1,0,0,0,0,0,0,na,na
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,79-106 ,3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),79,106,92, OK,0,73,1,1,0,0,0,0,0,na,na
AI Ops Data Scientist,79-106 ,4,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),79,106,92, MD,0,107,1,0,1,1,1,0,0,data scientist,na
"Intelligence Data Analyst, Senior",79-106 ,4.3,The Buffalo Group,"Fort Belvoir, VA","Reston, VA",501 to 1000 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),79,106,92, VA,0,10,1,0,0,0,0,0,0,analyst,senior
Analytics Manager - Data Mart,79-106 ,3.5,Central California Alliance for Health,"Scotts Valley, CA","Scotts Valley, CA",501 to 1000 employees,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),79,106,92, CA,1,24,0,0,0,0,0,1,0,manager,na
Data Modeler (Analytical Systems),79-106 ,3.7,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),79,106,92, MA,0,169,0,1,1,1,0,0,1,na,na
"Senior Machine Learning Scientist - Bay Area, CA",79-106 ,3.3,Tempus Labs,"Redwood City, CA","Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,79,106,92, CA,0,5,1,0,0,0,1,0,0,mle,senior
Report Writer-Data Analyst,79-106 ,3.1,Security Finance Corporation of Spartanburg,"Spartanburg, SC","Spartanburg, SC",1001 to 5000 employees,Company - Private,Lending,Finance,Unknown / Non-Applicable,79,106,92, SC,1,65,0,0,0,0,0,0,0,analyst,na
Data Scientist/Machine Learning,71-123 ,4.3,PulsePoint,"New York, NY","New York, NY",51 to 200 employees,Company - Private,Internet,Information Technology,$100 to $500 million (USD),71,123,97, NY,1,9,1,0,1,1,0,0,1,data scientist,na
Data Scientist - Risk,71-123 ,4.2,LSQ,"Orlando, FL","Orlando, FL",51 to 200 employees,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),71,123,97, FL,1,24,1,1,1,1,1,1,1,data scientist,na
Data Engineer,71-123 ,4.4,Resurgent Capital Services,"Cincinnati, OH","Greenville, SC",201 to 500 employees,Company - Private,Venture Capital & Private Equity,Finance,$50 to $100 million (USD),71,123,97, OH,0,22,1,1,0,0,1,0,0,data engineer,na
Staff Data Scientist - Pricing,71-123 ,3.6,Opendoor,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,Company - Private,Real Estate,Real Estate,$2 to $5 billion (USD),71,123,97, CA,1,6,1,0,0,0,1,0,0,data scientist,na
