Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Type of ownership,Industry,Sector,Revenue,min_salary,max_salary,avg_salary,job_state,same_state,company_age,python,excel,hadoop,spark,aws,tableau,big_data,job_simp,seniority
Computer Vision / Deep Learning Scientist,128-201 ,3.3,Tempus Labs,"Chicago, IL","Chicago, IL",501 to 1000 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,128,201,164, IL,1,5,0,0,0,0,1,0,0,na,na
Big Data Engineer,128-201 ,4.1,CaptiveAire,"Raleigh, NC","Raleigh, NC",1001 to 5000 employees,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),128,201,164, NC,1,44,1,0,0,1,0,0,0,data engineer,na
Data Architect,128-201 ,4.2,LSQ,"Orlando, FL","Orlando, FL",51 to 200 employees,Company - Private,Investment Banking & Asset Management,Finance,$100 to $500 million (USD),128,201,164, FL,1,24,1,0,1,1,1,0,1,na,na
Machine Learning Engineer,128-201 ,3.9,Temboo,"New York, NY","New York, NY",1 to 50 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,128,201,164, NY,1,-1,0,0,1,0,0,0,0,mle,na
Data Scientist,128-201 ,0,Kibo,"Philadelphia, PA","Marbella, Spain",Unknown,Company - Public,-1,-1,Unknown / Non-Applicable,128,201,164, PA,0,-1,1,0,0,0,0,0,0,data scientist,na
Aviation AI/ML Data Scientist,128-201 ,3.3,MITRE,"McLean, VA","Bedford, MA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),128,201,164, VA,0,62,1,1,1,1,0,1,1,data scientist,na
Data Scientist,138-158 ,3.9,Mars,United States,"Mc Lean, VA",10000+ employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),138,158,148,US,0,109,1,0,0,1,1,0,0,data scientist,na
Data Scientist / Applied Mathematician,138-158 ,4.5,"Fullpower Technologies, Inc.","Santa Cruz, CA","Santa Cruz, CA",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),138,158,148, CA,1,17,1,0,0,0,1,0,1,data scientist,na
"Machine Learning Engineer, Sr.",138-158 ,4.2,AeroVironment,"Simi Valley, CA","Simi Valley, CA",501 to 1000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),138,158,148, CA,1,49,1,1,0,0,1,0,1,mle,senior
Data Scientist (TS/SCI w/ Poly),138-158 ,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),138,158,148, VA,0,-1,1,0,0,0,0,0,0,data scientist,na
Weapons and Sensors Engineer/Scientist,138-158 ,4,Dynetics,"Huntsville, AL","Huntsville, AL",1001 to 5000 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),138,158,148, AL,1,46,1,0,0,0,0,0,0,na,na
Applied Computer Scientist,138-158 ,4.5,Systems & Technology Research,"Woburn, MA","Woburn, MA",201 to 500 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),138,158,148, MA,1,10,0,0,0,0,0,0,0,na,na
Senior Data Analyst,138-158 ,4.5,Novetta,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),138,158,148, VA,0,8,1,1,0,0,0,0,0,analyst,senior
Information Systems Engineering Specialist (Engineering Scientist),138-158 ,3.8,Applied Research Laboratories,"Austin, TX","Austin, TX",501 to 1000 employees,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,138,158,148, TX,1,-1,1,0,0,0,1,0,0,na,na
Cloud Data Engineer (Azure),138-158 ,3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",10000+ employees,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,138,158,148, VA,0,87,0,0,0,0,0,1,0,data engineer,na
Scientist/Research Associate-Metabolic Engineering,138-158 ,2,Conagen,"New Bedford, MA","Bedford, MA",51 to 200 employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,138,158,148, MA,0,-1,0,0,0,0,0,0,0,na,na
"Vice President, Biometrics and Clinical Data Management",138-158 ,4.8,Alector,"South San Francisco, CA","South San Francisco, CA",51 to 200 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,138,158,148, CA,1,7,0,1,0,0,1,0,0,na,na
Enterprise Data Analyst (Enterprise Portfolio Management Office),138-158 ,3.9,Navy Federal Credit Union,"Merrifield, VA","Vienna, VA",10000+ employees,Other Organization,Banks & Credit Unions,Finance,Unknown / Non-Applicable,138,158,148, VA,0,87,0,0,0,1,0,1,0,analyst,na
Senior Scientist - Toxicologist - Product Integrity (Stewardship),138-158 ,3.3,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),138,158,148, NC,1,145,0,1,0,0,0,0,0,na,senior
Lead Data Scientist – Network Analysis and Control,138-158 ,3.3,MITRE,"Bedford, MA","Bedford, MA",5001 to 10000 employees,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),138,158,148, MA,1,62,1,1,1,1,1,0,1,data scientist,senior
Senior Machine Learning Engineer,138-158 ,5,LifeOmic,"Raleigh, NC","Indianapolis, IN",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,138,158,148, NC,0,4,0,0,0,1,1,0,0,mle,senior
"Sr. Research Associate/ Scientist, NGS prep & Molecular Genomics",138-158 ,4.4,"Homology Medicines, Inc.","New Bedford, MA","Bedford, MA",51 to 200 employees,Company - Public,-1,-1,Unknown / Non-Applicable,138,158,148, MA,0,-1,0,0,0,0,0,0,0,na,senior
Data Engineer,138-158 ,3.4,Spectrum Communications and Consulting,"Chicago, IL","Chicago, IL",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),138,158,148, IL,1,28,1,0,0,0,0,0,0,data engineer,na
Developer III - Data Science,138-158 ,3.3,Inland Empire Health Plan,"Rancho Cucamonga, CA","Rancho Cucamonga, CA",1001 to 5000 employees,Company - Public,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),138,158,148, CA,1,24,0,1,0,0,0,1,0,na,na
Senior Data Engineer,138-158 ,2.9,Affinity Solutions,"New York, NY","New York, NY",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,138,158,148, NY,1,22,1,0,1,1,0,1,0,data engineer,senior
Hydrogen/Tritium Materials Scientist (Experienced),138-158 ,3.8,Sandia National Laboratories,"Livermore, CA","Albuquerque, NM",10000+ employees,Government,Federal Agencies,Government,$2 to $5 billion (USD),138,158,148, CA,0,71,0,0,0,0,0,0,0,na,na
Data Engineer,138-158 ,3.5,Maxar Technologies,"McLean, VA","Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),138,158,148, VA,0,-1,1,0,0,0,1,0,0,data engineer,na
Patient Safety- Associate Data Scientist,80-132 ,4,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),80,132,106, MD,0,107,1,1,0,0,0,0,0,data scientist,na
Senior Data Scientist,80-132 ,4,Autodesk,"San Francisco, CA","San Rafael, CA",5001 to 10000 employees,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),80,132,106, CA,0,38,1,0,1,1,0,0,1,data scientist,senior
Data Scientist,80-132 ,3.4,USI,"Southfield, MI","Saint Paul, MN",1001 to 5000 employees,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),80,132,106, MI,0,22,1,1,0,0,0,0,0,data scientist,na
Data Scientist,80-132 ,3.9,GSK,"Collegeville, PA","Brentford, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),80,132,106, PA,0,190,1,0,1,0,1,1,0,data scientist,na
Data Scientist,80-132 ,3.8,CIA,"Washington, DC","Langley, VA",Unknown,Government,Federal Agencies,Government,Unknown / Non-Applicable,80,132,106, DC,0,73,0,0,0,0,0,0,0,data scientist,na
Data Scientist,80-132 ,4.5,Maven Wave Partners,"Chicago, IL","Chicago, IL",201 to 500 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),80,132,106, IL,1,12,1,1,1,0,1,1,0,data scientist,na
Data Scientist,80-132 ,4.3,Ovative Group,"Minneapolis, MN","Minneapolis, MN",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),80,132,106, MN,1,11,1,0,0,0,0,0,0,data scientist,na
Data Scientist,80-132 ,3.6,Kognetics,"Gahanna, OH","New York, NY",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,80,132,106, OH,0,-1,1,1,0,0,0,0,0,data scientist,na
Data Scientist,80-132 ,2.9,Envision Healthcare,"Nashville, TN","Nashville, TN",10000+ employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,80,132,106, TN,1,15,1,1,1,1,1,1,1,data scientist,na
Data Scientist,80-132 ,2.9,"Pragmatics, Inc.",United States,"Reston, VA",201 to 500 employees,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),80,132,106,US,0,35,1,0,1,0,1,0,0,data scientist,na
Decision Scientist,80-132 ,4.5,Johns Hopkins University Applied Physics Laboratory,"Laurel, MD","Laurel, MD",5001 to 10000 employees,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),80,132,106, MD,1,78,0,1,0,1,0,0,0,na,na
Data Scientist - TS/SCI FSP or CI Required,80-132 ,5,Phoenix Operations Group,"Annapolis Junction, MD","Woodbine, MD",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),80,132,106, MD,0,9,1,0,0,1,0,0,1,data scientist,na
Data Scientist,80-132 ,3.5,Crossover Health,"San Clemente, CA","Aliso Viejo, CA",1 to 50 employees,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),80,132,106, CA,0,10,1,1,0,0,0,1,1,data scientist,na
Data Scientist,80-132 ,4,Lorven Technologies Inc,"New York, NY","Plainsboro, NJ",1 to 50 employees,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),80,132,106, NY,0,-1,1,0,0,0,0,0,0,data scientist,na
Data Scientist,80-132 ,4.4,Meridian Knowledge Solutions,"Washington, DC","Reston, VA",51 to 200 employees,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),80,132,106, DC,0,23,0,1,0,0,0,0,0,data scientist,na
Data Scientist,80-132 ,4.2,UST Global,"Atlanta, GA","Aliso Viejo, CA",10000+ employees,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),80,132,106, GA,0,21,1,1,1,1,1,0,1,data scientist,na
Data Scientist,80-132 ,3.2,IMG Systems,"Plano, TX","Plano, TX",1 to 50 employees,Company - Private,Consulting,Business Services,$1 to $5 million (USD),80,132,106, TX,1,-1,1,0,0,0,0,0,0,data scientist,na
Data Scientist,80-132 ,3.4,Trident Systems Inc,"Fairfax, VA","Fairfax, VA",51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),80,132,106, VA,1,35,0,0,0,0,0,0,0,data scientist,na
Data Scientist,80-132 ,4.7,"Tygart Technology, Inc","Washington, DC","Fairmont, WV",1 to 50 employees,Company - Private,-1,-1,$1 to $5 million (USD),80,132,106, DC,0,-1,1,1,1,0,0,0,1,data scientist,na
Senior Data Scientist,87-141 ,4.2,ManTech,"Alexandria, VA","Herndon, VA",5001 to 10000 employees,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),87,141,114, VA,0,52,1,0,1,1,0,1,1,data scientist,senior
Data Scientist,87-141 ,0,"GrainBridge, LLC","Omaha, NE",-1,-1,-1,-1,-1,-1,87,141,114, NE,0,-1,1,1,0,0,1,0,1,data scientist,na
Data Scientist,87-141 ,3.2,First Health Group,"Wellesley, MA","Bethesda, MD",10000+ employees,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),87,141,114, MA,0,167,0,0,0,0,0,0,0,data scientist,na
Data Scientist,87-141 ,0,Sprezzatura Management Consulting,"Washington, VA","McLean, VA",Unknown,Company - Private,-1,-1,Unknown / Non-Applicable,87,141,114, VA,0,-1,0,1,0,0,0,0,0,data scientist,na
Data Scientist,87-141 ,2.8,"Progress Rail, A Caterpillar Company","Fort Worth, TX","Albertville, AL",1001 to 5000 employees,Subsidiary or Business Segment,Rail,Transportation & Logistics,$2 to $5 billion (USD),87,141,114, TX,0,37,1,1,0,0,1,0,0,data scientist,na
Data Scientist,87-141 ,4.2,UST Global,"Atlanta, GA","Aliso Viejo, CA",10000+ employees,Company - Private,IT Services,Information Technology,$1 to $2 billion (USD),87,141,114, GA,0,21,1,1,1,1,1,0,1,data scientist,na
Data Scientist,87-141 ,4.5,Axiologic Solutions,"Alexandria, VA","Fairfax, VA",51 to 200 employees,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,87,141,114, VA,0,11,0,0,0,0,1,0,0,data scientist,na
Data Scientist,87-141 ,3,Indigo Slate,"Bellevue, WA","Bellevue, WA",51 to 200 employees,Company - Private,Consulting,Business Services,$10 to $25 million (USD),87,141,114, WA,1,14,1,0,0,1,0,0,0,data scientist,na
Data Scientist,87-141 ,3.3,Cubic,United States,"San Diego, CA",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),87,141,114,US,0,69,1,1,1,0,0,0,0,data scientist,na
Data Scientist,87-141 ,4,Advanced Bio-Logic Solutions Corp,"Thousand Oaks, CA","Westlake Village, CA",1 to 50 employees,Company - Private,-1,-1,Less than $1 million (USD),87,141,114, CA,0,-1,1,0,0,0,0,0,0,data scientist,na
Data Engineer,87-141 ,3.5,Alignment Healthcare,"Orange, CA","Orange, CA",501 to 1000 employees,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,87,141,114, CA,1,7,0,1,1,1,1,1,0,data engineer,na
Data Scientist,87-141 ,3.5,WGSN,"Baltimore, MD","New York, NY",1 to 50 employees,Company - Private,Consulting,Business Services,$50 to $100 million (USD),87,141,114, MD,0,22,1,1,1,1,0,1,0,data scientist,na
Data Scientist,87-141 ,3.6,"ISYS Technologies, Inc.","Herndon, VA","Littleton, CO",51 to 200 employees,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),87,141,114, VA,0,30,1,0,1,1,0,1,0,data scientist,na
Data Scientist,87-141 ,3,TransVoyant,"Alexandria, VA","Alexandria, VA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,87,141,114, VA,1,8,0,0,1,1,0,0,0,data scientist,na
Data Scientist/Data Analytics Practitioner,87-141 ,4,Noblis,"Bridgeport, WV","Reston, VA",1001 to 5000 employees,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD),87,141,114, WV,0,24,1,0,0,0,0,0,0,data scientist,na
Data Scientist,87-141 ,4.6,Murray Resources,"The Woodlands, TX","Houston, TX",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),87,141,114, TX,0,32,1,1,1,0,0,1,0,data scientist,na
Data Scientist,87-141 ,4.3,Geotab,"Oakville, CA","Oakville, Canada",1001 to 5000 employees,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),87,141,114, CA,0,20,1,1,0,1,0,0,1,data scientist,na
Data Scientist,87-141 ,4.7,CRS Group,"Chicago, IL","Itasca, IL",51 to 200 employees,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),87,141,114, IL,0,26,0,0,0,0,0,0,0,data scientist,na
Data Scientist,87-141 ,3.7,EGlobalTech,"Arlington, VA","Vienna, VA",201 to 500 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,87,141,114, VA,0,16,1,1,0,0,1,0,0,data scientist,na
"Data Scientist, Kinship - NYC/Portland",92-155 ,3.9,Mars,"New York, NY","Mc Lean, VA",10000+ employees,Company - Private,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),92,155,123, NY,0,109,1,0,0,1,0,0,0,data scientist,na
Data Scientist,92-155 ,3,"Central Business Solutions, Inc","Seattle, WA","Fremont, CA",51 to 200 employees,Company - Private,Consulting,Business Services,$5 to $10 million (USD),92,155,123, WA,0,-1,1,1,1,1,1,0,0,data scientist,na
Data Scientist,92-155 ,2.5,KeHE Distributors,"Naperville, IL","Naperville, IL",5001 to 10000 employees,Company - Private,Wholesale,Business Services,Unknown / Non-Applicable,92,155,123, IL,1,66,1,1,1,1,1,1,1,data scientist,na
Data Scientist,92-155 ,3.5,Blackstone Talent Group,"San Francisco, CA","San Francisco, CA",51 to 200 employees,Company - Private,Consulting,Business Services,$25 to $50 million (USD),92,155,123, CA,1,22,1,0,0,0,1,0,0,data scientist,na
Data Scientist - TS/SCI Required,92-155 ,5,Phoenix Operations Group,"Baltimore, MD","Woodbine, MD",1 to 50 employees,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),92,155,123, MD,0,9,1,0,0,1,0,0,1,data scientist,na
Data Scientist,92-155 ,0,Sophinea,"Chantilly, VA",-1,1 to 50 employees,Unknown,-1,-1,Unknown / Non-Applicable,92,155,123, VA,0,-1,0,0,0,0,0,0,0,data scientist,na
Senior Data Scientist,92-155 ,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),92,155,123, VA,0,-1,1,1,0,0,0,0,1,data scientist,senior
Data Scientist,92-155 ,3,Moxie Software,"Bellevue, WA","San Bruno, CA",51 to 200 employees,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,92,155,123, WA,0,21,1,0,1,1,0,0,0,data scientist,na
Data Scientist(s)/Machine Learning Engineer,92-155 ,5,Blue Horizon Tek Solutions,"New York, NY","Coconut Creek, FL",1 to 50 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,92,155,123, NY,0,33,1,1,0,0,0,0,0,data scientist,na
Data Scientist,92-155 ,4.7,Unicom Technologies INC,"Chicago, IL","Naperville, IL",51 to 200 employees,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,92,155,123, IL,0,-1,1,1,1,1,1,0,0,data scientist,na
Data Engineer,92-155 ,3.3,Americo Life,"Kansas City, MO","Kansas City, MO",201 to 500 employees,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),92,155,123, MO,1,28,1,1,1,1,1,0,0,data engineer,na
Data Scientist,92-155 ,3.3,Tokio Marine HCC,"Houston, TX","Houston, TX",1001 to 5000 employees,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,92,155,123, TX,1,46,1,0,0,0,0,0,0,data scientist,na
Data Scientist,92-155 ,3.5,CACI International,"Chantilly, VA","Arlington, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),92,155,123, VA,0,58,0,1,0,0,0,0,0,data scientist,na
"AI/ML - Machine Learning Scientist, Siri Understanding",92-155 ,4.1,Apple,"Santa Clara, CA","Cupertino, CA",10000+ employees,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),92,155,123, CA,0,44,1,0,0,0,0,0,1,mle,na
Data Scientist,92-155 ,3.5,Maxar Technologies,"Herndon, VA","Westminster, CO",5001 to 10000 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),92,155,123, VA,0,-1,1,0,1,1,0,1,0,data scientist,na
ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,92-155 ,3.9,Southwest Research Institute,"Oklahoma City, OK","San Antonio, TX",1001 to 5000 employees,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),92,155,123, OK,0,73,1,1,0,0,0,0,0,na,na
Data Scientist,92-155 ,4.7,Compass Consulting Group,"Thousand Oaks, CA","Danville, CA",51 to 200 employees,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,92,155,123, CA,0,12,1,0,0,0,0,0,0,data scientist,na
Data Science Software Engineer,92-155 ,4.8,Klaviyo,"Boston, MA","Boston, MA",201 to 500 employees,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,92,155,123, MA,1,8,1,0,0,0,0,0,0,na,na
"Scientist / Group Lead, Cancer Biology",92-155 ,0,Monte Rosa Therapeutics,"Cambridge, MA",-1,-1,-1,-1,-1,-1,92,155,123, MA,0,-1,0,1,0,0,0,0,0,na,senior
AI Ops Data Scientist,92-155 ,4,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),92,155,123, MD,0,107,1,0,1,1,1,0,0,data scientist,na
Senior Data Scientist,105-167 ,3.8,GutCheck,"Denver, CO","Denver, CO",51 to 200 employees,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),105,167,136, CO,1,11,0,0,0,0,0,0,0,data scientist,senior
Sr. ML/Data Scientist - AI/NLP/Chatbot,105-167 ,3.8,Juniper Networks,"Cupertino, CA","Sunnyvale, CA",5001 to 10000 employees,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),105,167,136, CA,0,24,1,1,0,1,1,0,0,data scientist,senior
Data Scientist,105-167 ,2.7,Hexagon US Federal,"Lexington Park, MD","Chantilly, VA",51 to 200 employees,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,105,167,136, MD,0,10,0,1,0,0,1,0,0,data scientist,na
Data Scientist,105-167 ,4,Comtech Global Inc,"Washington, DC","Columbus, OH",51 to 200 employees,Company - Private,"Health, Beauty, & Fitness",Consumer Services,$5 to $10 million (USD),105,167,136, DC,0,-1,1,0,1,1,1,1,0,data scientist,na
Data Scientist,105-167 ,0,Berico Technologies,"Fort Belvoir, VA",-1,-1,-1,-1,-1,-1,105,167,136, VA,0,-1,0,1,0,0,1,0,0,data scientist,na
Data Scientist,105-167 ,0,Kehe Food Distributors,"Naperville, IL",-1,-1,-1,-1,-1,-1,105,167,136, IL,0,-1,1,1,1,1,1,1,1,data scientist,na
Data Scientist,105-167 ,3.8,"Aveshka, Inc.","Washington, DC","Arlington, VA",51 to 200 employees,Company - Public,IT Services,Information Technology,$10 to $25 million (USD),105,167,136, DC,0,10,1,1,0,1,0,0,1,data scientist,na
Data Scientist,105-167 ,3.2,Perspecta,"Adelphi, MD","Chantilly, VA",10000+ employees,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,105,167,136, MD,0,2,1,0,1,0,0,0,1,data scientist,na
Data Scientist,105-167 ,0,Pactera Edge,"Redmond, WA",-1,-1,-1,-1,-1,-1,105,167,136, WA,0,-1,1,0,0,0,0,0,0,data scientist,na
Data Scientist,105-167 ,3.6,Qurate Retail Group,"West Chester, PA","West Chester, PA",10000+ employees,Company - Public,Other Retail Stores,Retail,Unknown / Non-Applicable,105,167,136, PA,1,-1,1,1,0,0,0,1,0,data scientist,na
Data Scientist,105-167 ,4.4,"SolutionIT, Inc.","Edison, NJ","Wilmington, MA",51 to 200 employees,Company - Private,-1,-1,Unknown / Non-Applicable,105,167,136, NJ,0,-1,0,0,0,0,0,0,0,data scientist,na
Data Scientist,105-167 ,4.1,A-Line Staffing Solutions,"Durham, NC","Utica, MI",501 to 1000 employees,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,105,167,136, NC,0,16,1,0,1,1,0,0,1,data scientist,na
Data Scientist,105-167 ,0,Clear Ridge Defense,"Quantico, VA","Baltimore, MD",1 to 50 employees,Company - Private,-1,-1,Unknown / Non-Applicable,105,167,136, VA,0,-1,1,0,1,0,0,0,0,data scientist,na
Data Scientist,105-167 ,3.8,"Criterion Systems, Inc.","Vienna, VA","Vienna, VA",201 to 500 employees,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),105,167,136, VA,1,15,1,1,0,0,0,0,0,data scientist,na
Data Scientist,105-167 ,4,Foundation Medicine,"Boston, MA","Cambridge, MA",1001 to 5000 employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),105,167,136, MA,0,10,1,0,0,0,0,0,0,data scientist,na
Data Scientist,105-167 ,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,105,167,136, NJ,1,31,1,1,1,0,0,1,1,data scientist,na
Data Scientist,105-167 ,0,JKGT,"San Francisco, CA",-1,-1,-1,-1,-1,-1,105,167,136, CA,0,-1,0,0,0,0,0,0,0,data scientist,na
Data Scientist,105-167 ,0,AccessHope,"Irwindale, CA",-1,-1,-1,-1,-1,-1,105,167,136, CA,0,-1,1,1,1,0,0,1,0,data scientist,na
Data Scientist,105-167 ,5,ChaTeck Incorporated,"San Francisco, CA","Santa Clara, CA",1 to 50 employees,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),105,167,136, CA,0,-1,1,0,1,1,0,0,1,data scientist,na
Data Scientist,105-167 ,2.7,1-800-Flowers,"New York, NY","Carle Place, NY",1001 to 5000 employees,Company - Public,Wholesale,Business Services,$1 to $2 billion (USD),105,167,136, NY,0,44,1,1,0,0,0,1,0,data scientist,na
